horodatage,casque,zone,sensor1,sensor2,sensor3,sensor4,h2s_mesure,h2s_predit,dose_cumulee,temperature,humidite,prob_normal,prob_modere,prob_dangereux,niveau,label,temp_elevee,vitesse_kmh,satellites,altitude,hdop,rssi_wifi,exposition,latitude,longitude
2026-06-28 07:21:11,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.7,0.65,0.65,0.65,0.662,0.0,0.0,30.0,72.0,0.9926,0.0074,0.0,0,NORMAL,0,0,8,1440,1.2,-65,Faible,-10.717950125397973,25.473140302786145
2026-06-28 07:29:52,CASQUE_001,Mine Kamoto - KCC Kolwezi,2.3,2.21,2.29,2.22,2.255,0.0,2.25,23.0,30.0,0.0,1.0,0.0,1,MODERE,0,0,8,1440,1.2,-65,Faible,-10.718157606067107,25.47262785361483
2026-06-28 13:15:20,CASQUE_001,Mine Kamoto - KCC Kolwezi,9.8,9.84,10.13,9.68,9.863,0.0,9.86,22.5,30.0,0.0,0.0142,0.9858,2,DANGEREUX,0,0,8,1440,1.2,-65,Faible,-10.717979806599692,25.47324169358343
2026-06-28 13:15:26,CASQUE_001,Mine Kamoto - KCC Kolwezi,9.8,9.84,10.13,9.68,9.863,0.0,19.73,22.5,30.0,0.0,0.0142,0.9858,2,DANGEREUX,0,0,8,1440,1.2,-65,Faible,-10.71791867722998,25.4732906746446
2026-06-28 13:45:18,CASQUE_001,Mine Kamoto - KCC Kolwezi,9.2,9.11,9.35,8.93,9.147,0.0,9.15,23.0,50.0,0.0,0.0357,0.9643,2,DANGEREUX,0,0,8,1440,1.2,-65,Faible,-10.718353703961197,25.47230758679014
2026-06-28 14:01:21,SIM_001,Galerie Nord — niveau -120 m,0.0,0.03,0.0,0.43,0.115,0.0,0.0,22.4,27.6,1.0,0.0,0.0,0,NORMAL,0,1.7,9,1440.0,1.4,-58,Faible,-10.717761424617324,25.473139640248267
2026-06-28 14:01:21,SIM_002,Galerie Est — niveau -90 m,2.12,4.84,6.7,2.69,4.088,0.0,4.09,22.6,16.0,0.0,1.0,0.0,1,MODERE,0,2.4,12,1440.0,0.9,-72,Faible,-10.717128527166716,25.473610708495283
2026-06-28 14:01:21,SIM_003,Puits principal — niveau -150 m,4.81,12.7,14.0,6.53,9.51,0.0,9.51,22.1,41.5,0.0,0.0,1.0,2,DANGEREUX,0,2.5,9,1440.0,1.5,-68,Faible,-10.716079825920577,25.473648719657632
2026-06-28 14:01:22,SIM_004,Galerie Sud — niveau -60 m,0.03,0.17,0.3,0.48,0.245,0.0,0.0,23.2,29.7,1.0,0.0,0.0,0,NORMAL,0,2.7,9,1440.0,1.7,-57,Faible,-10.719789093070325,25.474224339625707
2026-06-28 14:01:23,SIM_001,Galerie Nord — niveau -120 m,3.0,5.8,7.4,4.51,5.178,0.0,5.18,22.2,50.0,0.0,1.0,0.0,1,MODERE,0,0.9,12,1440.0,1.6,-70,Faible,-10.71730186606195,25.4735991663567
2026-06-28 14:01:23,SIM_002,Galerie Est — niveau -90 m,13.01,35.48,38.8,16.75,26.01,0.0,30.1,23.0,20.6,0.0,0.0,1.0,2,DANGEREUX,0,2.9,7,1440.0,1.7,-62,Faible,-10.716966683860475,25.47324352302529
2026-06-28 14:01:23,SIM_003,Puits principal — niveau -150 m,0.0,0.04,0.0,0.43,0.117,0.0,9.51,22.4,27.4,1.0,0.0,0.0,0,NORMAL,0,1.4,12,1440.0,1.0,-65,Faible,-10.71603178928187,25.47340357035804
2026-06-28 14:01:24,SIM_004,Galerie Sud — niveau -60 m,1.06,2.76,6.3,1.95,3.017,0.0,3.02,23.3,28.8,0.0,1.0,0.0,1,MODERE,0,1.0,11,1440.0,1.4,-59,Faible,-10.719801192897837,25.474167364390382
2026-06-28 14:01:25,SIM_001,Galerie Nord — niveau -120 m,4.25,9.22,13.0,5.78,8.062,0.0,13.24,23.1,29.4,0.0,0.0,1.0,2,DANGEREUX,0,2.2,6,1440.0,1.0,-72,Faible,-10.717682861686557,25.47313335021981
2026-06-28 14:01:25,SIM_002,Galerie Est — niveau -90 m,0.0,0.09,0.0,0.45,0.135,0.0,30.1,24.4,30.1,1.0,0.0,0.0,0,NORMAL,0,2.9,12,1440.0,2.0,-63,Faible,-10.717086537344775,25.473590800045407
2026-06-28 14:01:25,SIM_003,Puits principal — niveau -150 m,0.68,2.91,8.1,2.36,3.512,0.0,13.02,23.2,50.3,0.0,1.0,0.0,1,MODERE,0,2.9,6,1440.0,1.3,-60,Faible,-10.71618510274939,25.47363604698904
2026-06-28 14:01:26,SIM_004,Galerie Sud — niveau -60 m,5.26,11.97,18.0,5.81,10.26,0.0,13.28,22.5,50.3,0.0,0.0,1.0,2,DANGEREUX,0,0.7,9,1440.0,0.8,-65,Faible,-10.719871320334743,25.473934804388907
2026-06-28 14:01:27,SIM_001,Galerie Nord — niveau -120 m,0.0,0.04,0.0,0.43,0.117,0.0,13.24,22.4,27.4,1.0,0.0,0.0,0,NORMAL,0,1.1,6,1440.0,1.6,-71,Faible,-10.717418857830461,25.47324187113997
2026-06-28 14:01:27,SIM_002,Galerie Est — niveau -90 m,1.02,3.83,9.9,2.96,4.428,0.0,34.53,23.3,29.3,0.0,1.0,0.0,1,MODERE,0,1.8,10,1440.0,1.3,-59,Faible,-10.716910611028432,25.473586466282473
2026-06-28 14:01:27,SIM_003,Puits principal — niveau -150 m,4.73,9.33,14.6,5.85,8.627,0.0,21.65,22.2,50.2,0.0,0.0,1.0,2,DANGEREUX,0,2.2,9,1440.0,1.4,-56,Faible,-10.716163852302165,25.47338603224796
2026-06-28 14:01:28,SIM_004,Galerie Sud — niveau -60 m,0.0,0.07,0.0,0.44,0.128,0.0,13.28,21.8,49.6,1.0,0.0,0.0,0,NORMAL,0,0.3,8,1440.0,1.3,-70,Faible,-10.719993856608461,25.474289750341303
2026-06-28 14:01:29,SIM_001,Galerie Nord — niveau -120 m,3.67,8.0,11.2,4.94,6.952,0.0,20.19,23.1,29.4,0.0,1.0,0.0,1,MODERE,0,1.8,9,1440.0,1.1,-61,Faible,-10.717776918977494,25.47356761236791
2026-06-28 14:01:29,SIM_002,Galerie Est — niveau -90 m,5.29,12.1,18.1,5.84,10.332,0.0,44.86,22.5,50.2,0.0,0.0,1.0,2,DANGEREUX,0,0.2,12,1440.0,1.5,-56,Faible,-10.716640923593715,25.473561787680318
