horodatage,casque,zone,sensor1,sensor2,sensor3,sensor4,h2s_mesure,h2s_predit,dose_cumulee,temperature,humidite,prob_normal,prob_modere,prob_dangereux,niveau,label,temp_elevee,vitesse_kmh,satellites,altitude,hdop,rssi_wifi,exposition,latitude,longitude
2026-06-19 13:23:08,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.1,0.1,0.1,0.1,0.1,0.0,0.0,23.0,51.0,1.0,0.0,0.0,0,NORMAL,0,0,8,1440,1.2,-65,Faible,-10.718118913446881,25.472444503272612
2026-06-19 13:23:22,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.1,0.1,0.1,0.1,0.1,0.0,0.0,23.0,51.0,1.0,0.0,0.0,0,NORMAL,0,0,8,1440,1.2,-65,Faible,-10.717790224660343,25.472344324920066
2026-06-19 13:23:31,SIM_003,Puits principal — niveau -150 m,0.5,1.39,3.3,1.42,1.652,0.0,1.65,23.2,29.9,0.0,1.0,0.0,1,MODERE,0,2.0,9,1440.0,1.9,-61,Faible,-10.716314638707948,25.473632617887134
2026-06-19 13:23:31,SIM_001,Galerie Nord — niveau -120 m,1.04,2.31,2.8,1.77,1.98,0.0,1.98,23.2,41.1,0.0,1.0,0.0,1,MODERE,0,0.2,9,1440.0,1.2,-68,Faible,-10.717435489179868,25.473303226649154
2026-06-19 13:23:31,SIM_004,Galerie Sud — niveau -60 m,0.98,2.25,3.0,1.49,1.93,0.0,1.93,22.6,15.3,0.0,1.0,0.0,1,MODERE,0,2.7,11,1440.0,1.8,-55,Faible,-10.719730160549123,25.47391681549523
2026-06-19 13:23:31,SIM_002,Galerie Est — niveau -90 m,1.73,3.13,4.7,2.52,3.02,0.0,3.02,22.7,20.4,0.0,1.0,0.0,1,MODERE,0,2.1,6,1440.0,1.7,-59,Faible,-10.716919975661341,25.47351402975382
2026-06-19 13:23:32,SIM_001,Galerie Nord — niveau -120 m,1.02,3.83,9.9,2.96,4.428,0.0,6.41,23.3,29.3,0.0,1.0,0.0,1,MODERE,0,1.7,11,1440.0,1.2,-58,Faible,-10.71748119903578,25.47336826795349
2026-06-19 13:23:33,SIM_003,Puits principal — niveau -150 m,3.24,7.41,10.7,3.79,6.285,0.0,7.94,22.6,16.0,0.0,1.0,0.0,1,MODERE,0,1.6,8,1440.0,1.5,-66,Faible,-10.716424620684725,25.473438809158477
2026-06-19 13:23:33,SIM_004,Galerie Sud — niveau -60 m,2.72,5.79,7.9,4.01,5.105,0.0,7.04,23.0,29.7,0.0,1.0,0.0,1,MODERE,0,0.6,11,1440.0,1.1,-72,Faible,-10.720187288094522,25.47406328496355
2026-06-19 13:23:33,SIM_002,Galerie Est — niveau -90 m,0.98,2.25,3.0,1.49,1.93,0.0,4.95,22.6,15.3,0.0,1.0,0.0,1,MODERE,0,0.2,11,1440.0,1.8,-72,Faible,-10.716839437379432,25.473352310955605
2026-06-19 13:23:34,SIM_001,Galerie Nord — niveau -120 m,0.96,2.11,4.5,1.49,2.265,0.0,8.67,23.3,28.6,0.0,1.0,0.0,1,MODERE,0,1.2,6,1440.0,1.5,-58,Faible,-10.717525478940674,25.473287138660794
2026-06-19 13:23:34,SIM_002,Galerie Est — niveau -90 m,1.88,4.16,5.9,2.92,3.715,0.0,8.66,23.1,29.4,0.0,1.0,0.0,1,MODERE,0,0.6,12,1440.0,1.6,-68,Faible,-10.717115567551819,25.473102924815116
