horodatage,casque,zone,sensor1,sensor2,sensor3,sensor4,h2s_mesure,h2s_predit,dose_cumulee,temperature,humidite,prob_normal,prob_modere,prob_dangereux,niveau,label,temp_elevee,vitesse_kmh,satellites,altitude,hdop,rssi_wifi,exposition,latitude,longitude
2026-06-16 19:54:31,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.73,1.67,3.1,1.38,1.72,0.0,112.9,22.6,30.1,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:32,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.6,1.19,2.2,0.97,1.24,0.0,114.14,23.3,28.9,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:33,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.88,4.16,5.9,2.92,3.715,0.0,117.85,23.1,29.4,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:33,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.15,3.96,10.1,2.97,4.545,0.0,122.4,23.2,30.8,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:34,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.51,2.88,3.1,1.46,1.988,0.0,124.39,22.4,48.2,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:35,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.12,3.38,8.2,2.46,3.79,0.0,128.18,23.3,29.0,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:36,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.01,2.3,2.7,1.76,1.942,0.0,130.12,23.0,47.0,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:37,CASQUE_001,Mine Kamoto - KCC Kolwezi,2.3,4.06,6.3,3.23,3.973,0.0,134.09,22.7,19.6,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:37,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.7,3.04,8.5,2.45,3.673,0.0,137.77,23.2,50.2,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:38,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.01,3.81,9.9,2.96,4.42,0.0,142.19,23.3,28.7,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:39,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.73,3.13,4.7,2.52,3.02,0.0,145.21,22.7,20.4,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:40,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.07,2.62,5.3,1.87,2.715,0.0,147.92,23.2,29.4,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:41,CASQUE_001,Mine Kamoto - KCC Kolwezi,3.09,6.21,9.8,4.36,5.865,0.0,153.79,22.4,49.7,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:41,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.06,1.95,2.7,1.71,1.855,0.0,155.64,22.6,22.0,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:42,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.07,2.62,5.3,1.87,2.715,0.0,158.36,23.2,29.4,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:43,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.84,3.77,4.7,2.68,3.248,0.0,161.6,22.2,49.7,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:44,CASQUE_001,Mine Kamoto - KCC Kolwezi,2.9,5.69,7.8,3.6,4.998,0.0,166.6,22.4,48.5,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:45,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.52,1.21,2.6,1.04,1.343,0.0,167.94,23.0,50.0,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
2026-06-16 19:54:45,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.43,1.29,2.6,1.24,1.39,0.0,169.33,23.1,49.2,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Modere,-10.7181,25.4728
