horodatage,casque,zone,sensor1,sensor2,sensor3,sensor4,h2s_mesure,h2s_predit,dose_cumulee,temperature,humidite,prob_normal,prob_modere,prob_dangereux,niveau,label,temp_elevee,vitesse_kmh,satellites,altitude,hdop,rssi_wifi,exposition,latitude,longitude
2026-06-30 09:55:31,CASQUE_001,Mine Kamoto - KCC Kolwezi,4.3,4.3,4.3,4.3,4.3,0.0,4.3,22.5,30.0,0.0,1.0,0.0,1,MODERE,0,0,8,1440,1.2,-65,Faible,-10.71813086300653,25.47309567367288
2026-06-30 12:42:56,VERIFY_MODERE,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,12.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Faible,0.0,0.0
2026-06-30 12:42:56,VERIFY_NORMAL,Zone A,2.0,2.0,2.0,2.0,2.0,0.0,0.0,26.0,55.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-50,Faible,0.0,0.0
2026-06-30 12:42:57,VERIFY_DANGER,Zone A,25.0,25.0,25.0,25.0,25.0,0.0,25.0,26.0,55.0,0.0,0.0,1.0,2,DANGEREUX,0,0.0,0,0.0,99.9,-50,Faible,0.0,0.0
2026-06-30 12:43:11,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,12.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Faible,0.0,0.0
2026-06-30 12:43:11,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,24.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Faible,0.0,0.0
2026-06-30 12:43:11,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,36.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Faible,0.0,0.0
2026-06-30 12:43:11,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,48.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Faible,0.0,0.0
2026-06-30 12:43:11,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,60.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:11,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,72.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,84.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,96.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,108.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,120.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,132.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,144.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,156.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,168.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,180.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,192.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:12,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,204.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:13,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,216.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:13,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,228.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:13,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,240.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:13,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,252.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
2026-06-30 12:43:13,VERIFY_LSTM_API,Zone A,12.0,12.0,12.0,12.0,12.0,0.0,264.0,26.0,55.0,0.0,1.0,0.0,1,MODERE,0,0.0,0,0.0,99.9,-50,Modere,0.0,0.0
