horodatage,casque,zone,sensor1,sensor2,sensor3,sensor4,h2s_mesure,h2s_predit,dose_cumulee,temperature,humidite,prob_normal,prob_modere,prob_dangereux,niveau,label,temp_elevee,vitesse_kmh,satellites,altitude,hdop,rssi_wifi,exposition,latitude,longitude
2026-06-08 23:19:55,SIM_001,Zone Test,0.06,0.39,0.6,0.81,0.47,0.0,0.0,22.3,49.7,1.0,0.0,0.0,0,NORMAL,0,0.0,8,1440.0,1.2,-60,Faible,-10.718158417332164,25.472445388695984
2026-06-08 23:19:56,SIM_001,Zone Test,4.21,8.81,12.4,5.86,7.82,0.0,0.0,22.5,44.4,0.0,0.0182,0.9818,2,DANGEREUX,0,0.0,12,1440.0,1.0,-60,Faible,-10.718559233071003,25.47291629075753
2026-06-08 23:19:56,SIM_001,Zone Test,4.24,9.08,12.4,5.8,7.88,0.0,0.0,23.1,29.5,0.0,0.002,0.998,2,DANGEREUX,0,0.0,9,1440.0,1.1,-60,Faible,-10.718287558216215,25.472443841665356
2026-06-08 23:19:57,SIM_001,Zone Test,0.0,0.06,0.0,0.43,0.12,0.0,0.0,22.4,22.5,1.0,0.0,0.0,0,NORMAL,0,0.0,6,1440.0,1.2,-60,Faible,-10.717662466744564,25.47325928216546
2026-06-08 23:19:57,SIM_001,Zone Test,1.65,3.29,4.5,2.52,2.99,0.0,0.0,22.3,49.7,0.008,0.9009,0.0911,1,MODERE,0,0.0,9,1440.0,1.1,-60,Faible,-10.71822856448761,25.472471603449804
2026-06-08 23:21:50,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.0,0.1,0.0,0.5,0.15,0.0,0.0,23.0,51.0,1.0,0.0,0.0,0,NORMAL,0,0,8,1440,1.2,-65,Faible,-10.717877752474886,25.47316743456645
2026-06-08 23:22:12,CASQUE_001,Mine Kamoto - KCC Kolwezi,7.0,14.5,20.5,9.3,12.82,0.0,0.0,22.5,43.0,0.0,0.0,1.0,2,DANGEREUX,0,0,8,1440,1.2,-65,Faible,-10.717619619782308,25.472461427366387
2026-06-08 23:22:33,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.39,2.98,3.9,2.31,2.65,0.0,0.0,22.8,30.0,0.0,0.9985,0.0015,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:34,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.5,3.2,4.3,2.47,2.87,0.0,0.0,22.5,43.4,0.0,0.866,0.134,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:35,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.54,4.37,3.7,2.5,3.03,0.0,0.0,22.8,43.5,0.0,0.9853,0.0147,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:36,CASQUE_001,Mine Kamoto - KCC Kolwezi,2.2,5.06,7.1,2.77,4.28,0.0,0.0,22.6,15.7,0.0,0.9998,0.0002,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:37,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.36,0.86,0.9,0.99,0.78,0.0,0.0,22.8,29.8,0.0,0.9998,0.0002,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:38,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.5,3.2,4.3,2.47,2.87,0.0,0.0,22.5,43.4,0.0,0.866,0.134,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:39,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.5,3.0,3.6,2.07,2.54,0.0,0.0,22.5,50.2,0.0,0.5392,0.4608,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:39,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.44,1.04,2.0,1.58,1.27,0.0,0.0,22.5,44.2,0.0021,0.4616,0.5364,2,DANGEREUX,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:40,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.33,2.97,4.2,2.21,2.68,0.0,0.0,23.1,28.8,0.0,0.9996,0.0004,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:41,CASQUE_001,Mine Kamoto - KCC Kolwezi,3.1,6.05,9.9,4.39,5.86,0.0,0.0,22.5,49.7,0.0,0.9996,0.0004,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:42,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.9,4.25,7.39,3.63,4.29,0.0,0.0,22.5,44.5,0.0,0.3967,0.6033,2,DANGEREUX,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:43,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.3,4.11,5.9,1.88,3.3,0.0,0.0,22.6,16.0,0.0,0.973,0.027,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:44,CASQUE_001,Mine Kamoto - KCC Kolwezi,4.72,9.28,14.5,6.27,8.69,0.0,0.0,22.2,50.5,0.0,1.0,0.0,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:45,CASQUE_001,Mine Kamoto - KCC Kolwezi,0.83,1.85,2.4,1.61,1.67,0.0,0.0,22.5,42.3,0.0,0.9826,0.0174,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:45,CASQUE_001,Mine Kamoto - KCC Kolwezi,2.28,4.5,7.4,3.42,4.4,0.0,0.0,22.4,50.4,0.0,0.9971,0.0029,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:46,CASQUE_001,Mine Kamoto - KCC Kolwezi,2.18,5.01,7.0,2.75,4.23,0.0,0.0,22.6,15.7,0.0,0.9998,0.0002,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:47,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.39,2.99,3.9,2.31,2.65,0.0,0.0,22.8,30.0,0.0,0.9985,0.0015,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
2026-06-08 23:22:48,CASQUE_001,Mine Kamoto - KCC Kolwezi,1.84,4.08,5.0,1.87,3.2,0.0,0.0,22.6,15.9,0.0,0.998,0.002,1,MODERE,0,0.3,9,1440,1.1,-62,Faible,-10.7181,25.4728
