horodatage,casque,zone,sensor1,sensor2,sensor3,sensor4,h2s_mesure,h2s_predit,dose_cumulee,temperature,humidite,prob_normal,prob_modere,prob_dangereux,niveau,label,temp_elevee,vitesse_kmh,satellites,altitude,hdop,rssi_wifi,exposition,latitude,longitude
2026-06-30 22:24:06,TEST_DB,Zone A,2.5,2.5,2.5,2.5,2.5,0.0,0.0,26.0,60.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-50,Faible,0.0,0.0
2026-06-30 22:40:04,CASQUE_001,Zone H2S,8.04,8.04,8.04,8.04,8.04,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-39,Faible,0.0,0.0
2026-06-30 23:15:03,CASQUE_001,Zone H2S,7.2,7.2,7.2,7.2,7.2,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-42,Faible,0.0,0.0
2026-06-30 23:21:37,CASQUE_001,Zone H2S,4.26,4.26,4.26,4.26,4.26,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-56,Faible,0.0,0.0
2026-06-30 23:21:42,CASQUE_001,Zone H2S,4.36,4.36,4.36,4.36,4.36,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:21:47,CASQUE_001,Zone H2S,4.33,4.33,4.33,4.33,4.33,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-62,Faible,0.0,0.0
2026-06-30 23:21:52,CASQUE_001,Zone H2S,4.09,4.09,4.09,4.09,4.09,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-56,Faible,0.0,0.0
2026-06-30 23:21:57,CASQUE_001,Zone H2S,4.18,4.18,4.18,4.18,4.18,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:22:02,CASQUE_001,Zone H2S,3.97,3.97,3.97,3.97,3.97,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:22:07,CASQUE_001,Zone H2S,4.07,4.07,4.07,4.07,4.07,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:22:21,CASQUE_001,Zone H2S,4.2,4.2,4.2,4.2,4.2,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-52,Faible,0.0,0.0
2026-06-30 23:22:28,CASQUE_001,Zone H2S,4.17,4.17,4.17,4.17,4.17,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-67,Faible,0.0,0.0
2026-06-30 23:22:29,CASQUE_001,Zone H2S,4.03,4.03,4.03,4.03,4.03,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-56,Faible,0.0,0.0
2026-06-30 23:22:34,CASQUE_001,Zone H2S,4.01,4.01,4.01,4.01,4.01,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-55,Faible,0.0,0.0
2026-06-30 23:22:39,CASQUE_001,Zone H2S,3.82,3.82,3.82,3.82,3.82,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-55,Faible,0.0,0.0
2026-06-30 23:22:49,CASQUE_001,Zone H2S,3.91,3.91,3.91,3.91,3.91,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-55,Faible,0.0,0.0
2026-06-30 23:22:51,CASQUE_001,Zone H2S,3.94,3.94,3.94,3.94,3.94,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-57,Faible,0.0,0.0
2026-06-30 23:22:58,CASQUE_001,Zone H2S,4.03,4.03,4.03,4.03,4.03,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-57,Faible,0.0,0.0
2026-06-30 23:23:03,CASQUE_001,Zone H2S,3.97,3.97,3.97,3.97,3.97,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-55,Faible,0.0,0.0
2026-06-30 23:23:05,CASQUE_001,Zone H2S,3.92,3.92,3.92,3.92,3.92,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-57,Faible,0.0,0.0
2026-06-30 23:23:10,CASQUE_001,Zone H2S,3.92,3.92,3.92,3.92,3.92,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-57,Faible,0.0,0.0
2026-06-30 23:23:18,CASQUE_001,Zone H2S,3.83,3.83,3.83,3.83,3.83,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-56,Faible,0.0,0.0
2026-06-30 23:23:28,CASQUE_001,Zone H2S,4.25,4.25,4.25,4.25,4.25,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:23:29,CASQUE_001,Zone H2S,4.12,4.12,4.12,4.12,4.12,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-54,Faible,0.0,0.0
2026-06-30 23:23:33,CASQUE_001,Zone H2S,4.04,4.04,4.04,4.04,4.04,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-54,Faible,0.0,0.0
2026-06-30 23:23:39,CASQUE_001,Zone H2S,3.91,3.91,3.91,3.91,3.91,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-52,Faible,0.0,0.0
2026-06-30 23:23:43,CASQUE_001,Zone H2S,3.94,3.94,3.94,3.94,3.94,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-54,Faible,0.0,0.0
2026-06-30 23:23:49,CASQUE_001,Zone H2S,4.0,4.0,4.0,4.0,4.0,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-52,Faible,0.0,0.0
2026-06-30 23:23:54,CASQUE_001,Zone H2S,3.89,3.89,3.89,3.89,3.89,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-54,Faible,0.0,0.0
2026-06-30 23:23:59,CASQUE_001,Zone H2S,3.94,3.94,3.94,3.94,3.94,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-54,Faible,0.0,0.0
2026-06-30 23:24:03,CASQUE_001,Zone H2S,3.91,3.91,3.91,3.91,3.91,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-53,Faible,0.0,0.0
2026-06-30 23:24:09,CASQUE_001,Zone H2S,3.89,3.89,3.89,3.89,3.89,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-51,Faible,0.0,0.0
2026-06-30 23:24:13,CASQUE_001,Zone H2S,3.92,3.92,3.92,3.92,3.92,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-52,Faible,0.0,0.0
2026-06-30 23:24:19,CASQUE_001,Zone H2S,3.95,3.95,3.95,3.95,3.95,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-52,Faible,0.0,0.0
2026-06-30 23:24:24,CASQUE_001,Zone H2S,3.86,3.86,3.86,3.86,3.86,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-53,Faible,0.0,0.0
2026-06-30 23:24:29,CASQUE_001,Zone H2S,3.88,3.88,3.88,3.88,3.88,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-51,Faible,0.0,0.0
2026-06-30 23:24:33,CASQUE_001,Zone H2S,3.85,3.85,3.85,3.85,3.85,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-52,Faible,0.0,0.0
2026-06-30 23:24:39,CASQUE_001,Zone H2S,3.8,3.8,3.8,3.8,3.8,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-51,Faible,0.0,0.0
2026-06-30 23:24:43,CASQUE_001,Zone H2S,3.76,3.76,3.76,3.76,3.76,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-52,Faible,0.0,0.0
2026-06-30 23:24:49,CASQUE_001,Zone H2S,3.77,3.77,3.77,3.77,3.77,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-51,Faible,0.0,0.0
2026-06-30 23:25:16,CASQUE_001,Zone H2S,4.2,4.2,4.2,4.2,4.2,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-57,Faible,0.0,0.0
2026-06-30 23:25:23,CASQUE_001,Zone H2S,4.18,4.18,4.18,4.18,4.18,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:25:26,CASQUE_001,Zone H2S,3.92,3.92,3.92,3.92,3.92,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:25:33,CASQUE_001,Zone H2S,4.0,4.0,4.0,4.0,4.0,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-57,Faible,0.0,0.0
2026-06-30 23:25:40,CASQUE_001,Zone H2S,3.88,3.88,3.88,3.88,3.88,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:25:45,CASQUE_001,Zone H2S,3.98,3.98,3.98,3.98,3.98,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-60,Faible,0.0,0.0
2026-06-30 23:25:55,CASQUE_001,Zone H2S,4.1,4.1,4.1,4.1,4.1,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-53,Faible,0.0,0.0
2026-06-30 23:26:02,CASQUE_001,Zone H2S,3.94,3.94,3.94,3.94,3.94,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-59,Faible,0.0,0.0
2026-06-30 23:26:05,CASQUE_001,Zone H2S,3.89,3.89,3.89,3.89,3.89,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:26:10,CASQUE_001,Zone H2S,3.8,3.8,3.8,3.8,3.8,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:26:19,CASQUE_001,Zone H2S,3.89,3.89,3.89,3.89,3.89,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-63,Faible,0.0,0.0
2026-06-30 23:26:21,CASQUE_001,Zone H2S,3.94,3.94,3.94,3.94,3.94,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-58,Faible,0.0,0.0
2026-06-30 23:26:29,CASQUE_001,Zone H2S,3.95,3.95,3.95,3.95,3.95,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-57,Faible,0.0,0.0
2026-06-30 23:26:37,CASQUE_001,Zone H2S,3.95,3.95,3.95,3.95,3.95,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-60,Faible,0.0,0.0
2026-06-30 23:26:42,CASQUE_001,Zone H2S,3.76,3.76,3.76,3.76,3.76,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-60,Faible,0.0,0.0
2026-06-30 23:26:47,CASQUE_001,Zone H2S,3.85,3.85,3.85,3.85,3.85,0.0,0.0,25.0,50.0,1.0,0.0,0.0,0,NORMAL,0,0.0,0,0.0,99.9,-52,Faible,0.0,0.0
